Nom productor,Núm. acreditació,Persona jurídica,Persona física,NIF,Adreça,Codi postal,Municipi,Comarca,Productes,Grups Productes,Venda directa,Venda circuit curt,Telèfon,Correu electrònic,Marca Comercial
"SOLÉ FÍGOLS, JOSEP",VP/P/2288/2016,,X,,,25716,GÓSOL,BERGUEDÀ,PATATA,HORTÍCOLES,Venda directa,Venda circuit curt,,,
"SOLE PEDRA, ALBERT",VP/P/2327/2016,,X,,,25600,BALAGUER,LA NOGUERA,"Carn, embotits i derivats carnis de boví, BLAT TOU, BLAT DE MORO, ORDI, AMETLLES","CEREALS D'ESTIU, CEREALS, FRUITS DE CLOSCA",,Venda circuit curt,,,
"SOLE ROVIRA, PERE",VP/P/1281/2013,,X,,,43717,BISBAL DEL PENEDÈS,BAIX PENEDÉS,"Olis, OLIVES, RAÏM VI, AMETLLES","FRUITS DE CLOSCA, OLIVERAR, VINYA",Venda directa,,,,MEL ESCUTIA
"SOLÉ TEIXIDÓ, LLUÍS",VP/P/0765/2013,,X,,,43152,PERAFORT,TARRAGONÈS,"OLIVES, RAÏM, GARROFES, TARONGES, AVELLANES","CÍTRICS, FRUITS DE CLOSCA, OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,
"SOLE VENDRELL, PERE",VP/P/1289/2013,,X,,,25271,SANT GUIM DE FREIXENET,SEGARRA,"PÈSOLS, CIGRONS","LLEGUMINOSES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,
"SOLE VILANOVA, JOSE LUIS",VP/P/1250/2013,,X,,,43786,BATEA,TERRA ALTA,"OLIVES, RAÏM VI","OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,
"SOLER FERNANDEZ, JAVIER",VP/P/0323/2013,,X,,,25471,POBLA DE CÉRVOLES,LES GARRIGUES,"Ous de gallina, OLIVES, AMETLLES, HORTA, CODONY, FIGUES","FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, OLIVERAR",Venda directa,,,,
"SOLER GATELL, ERNESTO",VP/P/1550/2014,,X,,,8720,VILAFRANCA DEL PENEDÈS,ALT PENEDÈS,"PATATA, RAÏM","HORTÍCOLES, VINYA",Venda directa,,,,LA SOLANA DE COLLBAS
"SOLER MIR, NURIA",VP/P/1546/2014,,X,,,8211,CASTELLAR DEL VALLÈS,VALLÈS OCCIDENTAL,PRODUCTES D'HORTA,HORTÍCOLES,Venda directa,,,,
"SOLER PANADES, JOSE",VP/P/1618/2014,,X,,,8140,CALDES DE MONTBUI,VALLÈS ORIENTAL,HORTA,HORTÍCOLES,Venda directa,,,,
"SOLER ROSSELL, ANTONIO",VP/P/0711/2013,,X,,,25717,JOSA I TUIXÉN,ALT URGELL,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai, CIVADA, PATATA, MONGETA","CEREALS, HORTÍCOLES, LLEGUMINOSES",Venda directa,Venda circuit curt,,,BIO HUERTA
"SOLER VILARRASA, RAMON",VP/P/2239/2016,,X,,,8298,MARGANELL,BAGES,"Olis, BLAT TOU, ORDI, OLIVES, PRUNES, HORTA, CIGRONS","CEREALS, FRUITA DOLÇA, HORTÍCOLES, LLEGUMINOSES, OLIVERAR",Venda directa,,,,
"SOLERGIBERT ARISSA, TRINIDAD",VP/P/2700/2017,,X,,,8271,ARTÉS,BAGES,"Carn, embotits i derivats carnis de boví, BLAT TOU, ORDI",CEREALS,,Venda circuit curt,,,
"SOLINA FEU, MAGDALENA",VP/P/1790/2015,,X,,,8840,VILADECANS,BAIX LLOBREGAT,"HORTA, FIGUES","FRUITA DOLÇA, HORTÍCOLES",Venda directa,,,,
SONSORTA SA,VP/P/0513/2013,X,,A08900854,Venat SANT LLOP,8319,DOSRIUS,MARESME,Ous de gallina,,Venda directa,Venda circuit curt,937919002,ous@granjasantllop.cat,
"SORIA GALLEN, MONTSERRAT",VP/P/3050/2018,,X,,,25140,ARBECA,LES GARRIGUES,"Olis, OLIVES",OLIVERAR,Venda directa,Venda circuit curt,,,
"SORO CAMATS, DORA",VP/P/1813/2015,,X,,,25100,ALMACELLES,SEGRIÀ,"BLAT DE MORO, ORDI, NAP I COL XINESA, ESPINAC","CEREALS D'ESTIU, CEREALS, HORTÍCOLES",Venda directa,,,,OLI
"SORROCHE VIDAL, SALVADOR",VP/P/3258/2019,,X,,,43737,GRATALLOPS,PRIORAT,Mel,,Venda directa,Venda circuit curt,,,
"SOY SEGUI, DOLORS",VP/P/1464/2014,,X,,,17862,VALLFOGONA DE RIPOLLÈS,RIPOLLÈS,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai",,,Venda circuit curt,,,
"SOY SOLA, HILARI",VP/P/1131/2013,,X,,,8589,SANTA MARIA DE BESORA,OSONA,"Carn, embotits i derivats carnis de xai",NO ADMISSIBLES,,Venda circuit curt,,,
"SPA NOVELLAS, LLUIS",VP/P/3388/2020,,X,,,8301,MATARÓ,MARESME,"COL I COLIFLOR, TOMÀQUET",HORTÍCOLES,Venda directa,,,,FRUITS DE LA BOIRA
"STAT. COOP. AGRICOLA CATALANA DE R.L.""SANT ISIDRE""",VP/AP/0007/2013,X,,F43012129,AV SANT JORDI,43519,PERELLÓ,BAIX EBRE,"Mel, Olis",,Venda directa,,977490037,coperello@cosais.e.telefonica.net,
"SUBIAS BAFALLUY, ELVIRA",VP/P/1729/2014,,X,,,25113,LLEIDA,SEGRIÀ,FIGUES,FRUITA DOLÇA,Venda directa,,,,CAL CABÀS
"SUBIRANA BOFILL, GABRIEL",VP/P/3138/2019,,X,,,17140,ULLÀ,BAIX EMPORDÀ,"PRESSECS, NECTARINES, ALBERCOCS, PERES, POMES",FRUITA DOLÇA,Venda directa,Venda circuit curt,,,
"SUBIRATS CALZADILLA, PERE",VP/P/1101/2013,,X,,,8415,BIGUES I RIELLS,VALLÈS ORIENTAL,"Carn, embotits i derivats carnis de boví, Carn, embotits i derivats carnis de xai, Carn, embotits i derivats carnis de pollastres/gallina, CIVADA, ALTRES FRUITERS DE LLAVOR","CEREALS, FRUITA DOLÇA",Venda directa,Venda circuit curt,,,VISENDRA
"SUBIRATS SALABERT, MARINA",VP/P/1960/2015,,X,,,17400,BREDA,LA SELVA,"Carn, embotits i derivats carnis de pollastres/gallina, Ous de gallina, Horta",HORTÍCOLES,Venda directa,,,,VISENDRA
"SUÑE SANTIAGO, JAIME",VP/P/2512/2017,,X,,,8358,ARENYS DE MUNT,MARESME,"Plantes aromàtiques, espècies i infusions, ESPECIES AROMÀTIQUES HERBÀCIES",ALTRES PRODUCTES,Venda directa,Venda circuit curt,,,
"SURIÀ LLOPART, QUIM",VP/P/3004/2018,,X,,,25720,BELLVER DE CERDANYA,CERDANYA,POMES,FRUITA DOLÇA,Venda directa,,,,
"SURIÑACH FERRE, JESUS",VP/P/1753/2015,,X,,,8183,CASTELLCIR,BAGES,"Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai, ORDI, CIVADA",CEREALS,Venda directa,Venda circuit curt,,,
"SURIÑACH OLIVE, ROGER",VP/P/1811/2015,,X,,,8480,AMETLLA DEL VALLÈS,VALLÈS ORIENTAL,"RAÏM, HORTA","HORTÍCOLES, VINYA",Venda directa,Venda circuit curt,,,
"SURRIBAS LLANSÓ, JUAN",VP/P/1354/2014,,X,,,17854,SANT JAUME DE LLIERCA,GARROTXA,"Carn, embotits i derivats carnis de xai, ORDI, MILL, TOMÀQUET","CEREALS, HORTÍCOLES, NO ADMISSIBLES",,Venda circuit curt,,,
"TABERNER BORRAZ, JUAN RAMON",VP/P/1303/2013,,X,,,8850,GAVÀ,BAIX LLOBREGAT,ALTRES FRUITERS DE LLAVOR,FRUITA DOLÇA,Venda directa,Venda circuit curt,,,
"TAMARIT PREIXENS, JUANA",VP/P/0111/2013,,X,,,8221,AVINYÓ,VALLÈS OCCIDENTAL,"Olis, OLIVERES, AMETLLERS, ALTRES FRUITERS DE LLAVOR","ALTRES FRUITS SECS, FRUITA DOLÇA, OLIVERAR",Venda directa,Venda circuit curt,,,
"TARDIU ANGLÈS, XAVIER",VP/P/0060/2013,,X,,,43420,SANTA COLOMA DE QUERALT,CONCA DE BARBERÀ,Mel,,Venda directa,Venda circuit curt,,,VEDELLA ECOLÒGICA DE TRULLÀS
"TARPUNA, SCCL",VP/P/0576/2013,X,,F65735714,"Lugar Apartat correus, 31",17430,SANTA COLOMA DE FARNERS,LA SELVA,CIVADA,CEREALS,Venda directa,,610369628,josepmaria@tarpunacoop.org,
"TARRAGO TAPIES, JAIME",VP/P/0172/2013,,X,,,25240,IVARS DE NOGUERA,PLA D'URGELL,"Olis, OLIVERES, AMETLLERS","ALTRES FRUITS SECS, OLIVERAR",Venda directa,Venda circuit curt,,,
"TARRES BALAGUE, JAUME",VP/P/0908/2013,,X,,,25192,LLEIDA,SEGRIÀ,"OLIVES, NECTARINES, PERES, POMES","FRUITA DOLÇA, OLIVERAR",Venda directa,,,,
"TARRES BETRIU, XAVIER",VP/P/1788/2015,,X,,,25192,LLEIDA,SEGRIÀ,"PRESSECS, PERES, POMES","FRUITA DOLÇA, NO ADMISSIBLES",Venda directa,,,,
"TARRES PRAT, JOSEP",VP/P/1237/2013,,X,,,25284,COMA I LA PEDRA,SOLSONÈS,"Carn, embotits i derivats carnis de xai, ORDI, CIVADA, GARROFES","CEREALS, FRUITS DE CLOSCA",,Venda circuit curt,,,FRUITANOSTRA LA GALERA
"TARRES PUJOLRAS, ROSA",VP/P/3118/2019,,X,,,8389,PALAFOLLS,MARESME,"PATATA, PEBROT, MONGETA , FAVES I FAVONS","HORTÍCOLES, LLEGUMINOSES, PROTEAGINOSES",,Venda circuit curt,,,EL CORRAL
"TARRES ROSIÑOL, SILVERIO",VP/P/0746/2013,,X,,,8240,MANRESA,BAGES,"ORDI, AMETLLES, ENCIAMS, SÍNDRIA, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, Carxofa, BLEDA, ENDÍVIA, ESCAROLA I XICOIRA, TOMÀQUET, MADUIXA, BOIXAC O CALÈNDULA, PÈSOLS, FAVES I FAVONS","ALTRES PRODUCTES, CEREALS, FRUITS DE CLOSCA, HORTÍCOLES, PROTEAGINOSES",Venda directa,,,,CAL FELIUAS
"TEIXIDÓ CAPELL, PAU",VP/P/1328/2014,,X,,,25184,MASSALCOREIG,SEGRIÀ,"OLIVES, PRESSECS, ALBERCOCS, PERES","FRUITA DOLÇA, NO ADMISSIBLES, OLIVERAR",,Venda circuit curt,,,
"TEIXIDO MIR, ANTONIO",VP/P/3014/2018,,X,,,25183,SERÒS,SEGRIÀ,"OLIVES, AMETLLES, PRESSECS, ALBERCOCS, PERES, CIRERES, PRUNES, CEBES, CALÇOTS, PORROS I ALLS","FRUITA DOLÇA, FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,L'AIXADELL
"TEIXIDO MORA, ORIOL",VP/P/3016/2018,,X,,,25183,SERÒS,SEGRIÀ,"AMETLLES, PRESSECS, NECTARINES, ALBERCOCS, CIRERES, FIGUES","FRUITA DOLÇA, FRUITS DE CLOSCA",Venda directa,Venda circuit curt,,,EL VERGER DEL SEGRIÀ
"TEIXIDOR FROU, EVA",VP/P/2060/2016,,X,,,17483,BÀSCARA,ALT EMPORDÀ,Horta,HORTÍCOLES,Venda directa,,,,MENJA
"TEIXIDOR PALOMERA, JOAN",VP/P/1630/2014,,X,,,8573,ORÍS,OSONA,"Carn, embotits i derivats carnis de boví, CIVADA",CEREALS,,Venda circuit curt,,,CAN CAMETES
"TÉLLEZ RAMIRO, CARLES",VP/P/3277/2019,,X,,,8720,VILAFRANCA DEL PENEDÈS,ALT PENEDÈS,TOMÀQUET,HORTÍCOLES,Venda directa,,,,
"TENA ARMENGOD, CARLOS",VP/P/3389/2020,,X,,,43550,ULLDECONA,MONTSIÀ,Mel,,Venda directa,Venda circuit curt,,,HORTICOLA VALL DEL RINET
TENDE SCP,VP/P/0460/2013,X,,J25606682,Carre C CAL TENDE,25795,VALLS D'AGUILAR,ALT URGELL,"Carn, embotits i derivats carnis de boví, SÈGOL, PÈSOLS","CEREALS, PROTEAGINOSES",Venda directa,Venda circuit curt,616903768,caltende@gmail.com,
"TERES GARDENES, MARC",VP/P/1642/2014,,X,,,25130,ALGERRI,LA NOGUERA,"ESPELTA, ORDI, OLIVES, AMETLLES, PRODUCTES D'HORTA","CEREALS, FRUITS DE CLOSCA, HORTÍCOLES, OLEAGINOSES, OLIVERAR",Venda directa,,,,MAS ENTRESERRA
"TERMENS CARCEL, PILAR",VP/P/2028/2016,,X,,,8849,SANT CLIMENT DE LLOBREGAT,BAIX LLOBREGAT,Cireres,FRUITA DOLÇA,Venda directa,,,,FORMATGES DE CIURET
"TEROL PAIRET, MARIA ISABEL",VP/P/0852/2013,,X,,,17600,FIGUERES,ALT EMPORDÀ,"Olis, BLAT TOU, BLAT DE MORO, ORDI, CIVADA, OLIVES, RAÏM VI, PRESSECS, ALBERCOCS, POMES, CIRERES, HORTA","CEREALS D'ESTIU, CEREALS, FRUITA DOLÇA, HORTÍCOLES, OLIVERAR, VINYA",,Venda circuit curt,,,
"TERRE DE PALLARS, SCP",VP/P/3021/2018,X,,J25736091,Carre Vent 28,25655,ISONA I CONCA DELLÀ,PALLARS JUSSÀ,"Vins, caves i vinagres, RAÏM",VINYA,Venda directa,Venda circuit curt,616701080,nuria@terrerdepallars.com,
"TERRERO ROA, ADALBERTO",VP/P/3159/2019,,X,,,8629,TORRELLES DE LLOBREGAT,BAIX LLOBREGAT,Mel,,Venda directa,Venda circuit curt,,,
"TERRES DE VIDALBA, SL",VP/P/3407/2020,X,,B43519727,Plaça Llibertat 6,43203,REUS,BAIX CAMP,"Vins, caves i vinagres, RAÏM, ALTRES FRUITES","FRUITA DOLÇA, NO ADMISSIBLES, VINYA",Venda directa,Venda circuit curt,616413722,jrnebot@tinet.org,
"TERRES I LLARS INMOBLES, SL",VP/P/1605/2014,X,,B63572721,"Calle ANTONIO MACHADO, (LA COLLADA)",8800,VILANOVA I LA GELTRÚ,GARRAF,Horta,HORTÍCOLES,Venda directa,Venda circuit curt,687480812,snolla@terresillars.cat,CAL QUEC
"TERRICABRAS, SCP",VP/P/0619/2013,X,,J63237408,Terricabras 0,8518,ORISTÀ,OSONA,"Farines, pastes i cereals, BLAT TOU, BLAT DUR, ORDI, PATATA, HORTA, CIGRONS","CEREALS, HORTÍCOLES, LLEGUMINOSES",Venda directa,Venda circuit curt,699713826,immaterricabras@gmail.com,ELS QUATRE ELEMENTS
"TERUEL ARAGONES, JORGE",VP/P/0679/2013,,X,,,8100,MOLLET DEL VALLÈS,VALLÈS ORIENTAL,"Vins, caves i vinagres, Olis, Conserves vegetals, sucs, melmelades, CIVADA, OLIVES, VINYA, HORTA","CEREALS, HORTÍCOLES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,MELS SOLDEVILA
"TERUEL SORRIBES, ALBERT",VP/P/2552/2017,,X,,,8100,MOLLET DEL VALLÈS,VALLÈS ORIENTAL,"Conserves vegetals, sucs, melmelades, fruits secs torrats, CEBA, CALÇOT, PORRO I ALL",HORTÍCOLES,Venda directa,,,,
"TEULERIA DE LINYOLA, S.L.",VP/P/2362/2016,X,,B25753377,"Cami Camí de Vallverd, s/n",25240,LINYOLA,PLA D'URGELL,"Altres productes elaborats, Plantes aromàtiques, espècies i infusions, ESPECIES AROMÀTIQUES HERBÀCIES, CAMAMILLA",ALTRES PRODUCTES,Venda directa,,609930663,teuleriadelinyola@gmail.com,
"THE BARCELONA OLIVE OIL COMPANY, SL",VP/P/2215/2016,X,,B66226127,Finca MASIA CAL SASTRE S/N,8670,NAVÀS,BAGES,"Olis, BLAT TOU, OLIVES","CEREALS, OLIVERAR",Venda directa,Venda circuit curt,636461605,xavier@thebooc.comm,CAL PERETÓ
"THEVENOT, CECILE AURELIE",VP/P/2569/2017,,X,,,43591,ALDOVER,BAIX EBRE,"Olis, Conserves vegetals, sucs, melmelades, fruits secs torrats, OLIVES, ALTRES FRUITES","FRUITA DOLÇA, NO ADMISSIBLES, OLIVERAR",Venda directa,Venda circuit curt,,,MERCADERET
"TIRADO CHÁVEZ, MERCY DIANARIS",VP/P/2787/2018,,X,,,8980,SANT FELIU DE LLOBREGAT,BAIX LLOBREGAT,Mel,,Venda directa,,,,
"TIVISSA, COOP. AGRÍC. I CAIXA AGRÀRIA",VP/AP/0018/2013,X,,F43012483,C Costa de l'era 13,43746,TIVISSA,RIBERA D'EBRE,Olis,,Venda directa,,977418153,cooperativa@tivissa.e.telefonica.net,
"TOBELLA ARCARONS, MAGI",VP/P/1347/2014,,X,,,8640,OLESA DE MONTSERRAT,BAIX LLOBREGAT,"Olives, AMETLLA, POMA, PRUNA, Horta, Caquis","ALTRES FRUITS SECS, ALTRES USOS, FRUITA DOLÇA, HORTÍCOLES, OLIVERAR",Venda directa,Venda circuit curt,,,
"TODA CASAS, VICTOR",VP/P/2271/2016,,X,,,17491,PERALADA,ALT EMPORDÀ,"Mel, CIVADA",CEREALS,Venda directa,Venda circuit curt,,,
"TOLSA SANAHUJA, JOSE JUAN",VP/P/1191/2013,,X,,,25230,MOLLERUSSA,PLA D'URGELL,"Ous de gallina, BLAT DE MORO",CEREALS D'ESTIU,Venda directa,Venda circuit curt,,,
"TOMAS BERTOMEU, ISMAEL",VP/P/0066/2013,,X,,,43515,GALERA,MONTSIÀ,"OLIVES, AMETLLES, PRESSECS, POMES, CIRERES, PRUNES, NOUS, GARROFES, FIGUES","FRUITA DOLÇA, FRUITS DE CLOSCA, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,MAS BETURIÀ
"TOMAS ROCA, ANTONI",VP/P/1205/2013,,X,,,25594,RIALP,PALLARS SOBIRÀ,"Carn, embotits i derivats carnis de poltre",,Venda directa,Venda circuit curt,,,CAN XANNA
"TOMÁS SABATÉ, JORDI",VP/P/1363/2014,,X,,,8293,COLLBATÓ,BAIX LLOBREGAT,"Olis, OLIVERES, AMETLLERS, ALTRES FRUITERS DE LLAVOR","ALTRES FRUITS SECS, FRUITA DOLÇA, OLIVERAR",Venda directa,,,,
"TOMAS SANCHEZ, GEORGINA",VP/P/0973/2013,,X,,,17401,ARBÚCIES,LA SELVA,"Ous de gallina, Carn, embotits i derivats carnis de pollastres/gallina, ALTRES FRUITERS, ALTRES FRUITERS DE LLAVOR",FRUITA DOLÇA,Venda directa,Venda circuit curt,,,EL SABATER VELL
"TOR IGLESIAS, GASPAR",VP/P/1978/2016,,X,,,8670,NAVÀS,BAGES,Mel,,Venda directa,Venda circuit curt,,,
"TORRA TORÀ, JORDI",VP/P/1515/2014,,X,,,25194,LLEIDA,SEGRIÀ,"ORDI, OLIVES, PERES, POMES, CEBES, CALÇOTS, PORROS I ALLS","CEREALS, FRUITA DOLÇA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,ANTONIO SOLER
"TORRALLARDONA LLOBERA, JOSEP",VP/P/1707/2014,,X,,,8255,CASTELLFOLLIT DEL BOIX,BAGES,"Llet de cabra, Formatges i altres derivats lactis de llet de cabra, Carn, embotits i derivats carnis de cabrum, Carn, embotits i derivats carnis de xai, Altres productes elaborats, Olis, ORDI, CIVADA, OLIVES, AMETLLES","CEREALS, FRUITS DE CLOSCA, OLIVERAR",Venda directa,Venda circuit curt,,,
"TORRAS MULET, SCP",VP/P/0484/2013,X,,J60930856,C/ Moll 15,8849,SANT CLIMENT DE LLOBREGAT,BAIX LLOBREGAT,"PRESSECS, NECTARINES, ALBERCOCS, PERES, CIRERES, PRUNES, MELÓ, ENCIAMS, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, CARBASSÓ, Carxofa, COGOMBRE, BLEDA, ENDÍVIA, ESCAROLA I XICOIRA, CAQUI, NESPRES, FONOLL, JULIVERT, ESPÀRRECS, MONGETA","ALTRES PRODUCTES, FRUITA DOLÇA, HORTÍCOLES, LLEGUMINOSES",Venda directa,Venda circuit curt,617412265,jtorras@soulblim.com,
TORRE DE LA FULLOLA SCP,VP/P/1886/2015,X,,J66293325,C/ Elisabet 3,8001,BARCELONA,BARCELONÈS,"Olis, OLIVES","NO ADMISSIBLES, OLIVERAR",Venda directa,,670793930,floramuno@gmail.com,CAL TORRENTS
"TORREDECLAR FRUITS, SCP",VP/P/2227/2016,X,,J61828448,C/ Piscina 4,8786,TORRE DE CLARAMUNT,ANOIA,"Olis, BLAT TOU, ORDI, CIVADA, OLIVES, CIRERES, CEBA, CALÇOT, PORRO I ALL, Carxofa, TOMÀQUET, FAVES I FAVONS","CEREALS, FRUITA DOLÇA, HORTÍCOLES, LLEGUMINOSES, OLIVERAR, PROTEAGINOSES",Venda directa,Venda circuit curt,666828664,ribaj@anoia.cat,RAIG D'ARBECA
"TORRENT RIERA, ROSARIO",VP/P/3043/2018,,X,,,8389,PALAFOLLS,MARESME,"PATATA, ENCIAMS, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, PASTANAGA, MONGETA , FAVES I FAVONS","HORTÍCOLES, LLEGUMINOSES, PROTEAGINOSES",,Venda circuit curt,,,LO BO ECOPONENT
"TORRENTO GORT, JORGE",VP/P/2297/2016,,X,,,25170,TORRES DE SEGRE,SEGRIÀ,"ORDI, PRESSECS, NECTARINES, NOUS, MAGRANES","CEREALS, FRUITA DOLÇA, FRUITS DE CLOSCA",,Venda circuit curt,,,
"TORRENTO GORT, MARIO",VP/P/0128/2013,,X,,,8191,RUBÍ,VALLÈS OCCIDENTAL,"OLIVES, PRESSECS, CIRERES, CEBA, CALÇOT, PORRO I ALL, TOMÀQUET, PÈSOLS, MONGETA","FRUITA DOLÇA, HORTÍCOLES, LLEGUMINOSES, OLIVERAR, PROTEAGINOSES",Venda directa,Venda circuit curt,,,
"TORRENTS MIRO, JAIME",VP/P/0056/2013,,X,,,8800,VILANOVA I LA GELTRÚ,GARRAF,"CIVADA, PATATA, OLIVES, RAÏM, GARROFES, MELÓ, ENCIAM, COL I COLIFLOR, CARBASSÓ, CARXOFA, TOMÀQUET, FAVES I FAVONS","CEREALS, FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR, PROTEAGINOSES, VINYA",Venda directa,,,,
"TORRENTS SERRA, CONCEPCION",VP/P/1338/2014,,X,,,8340,VILASSAR DE MAR,MARESME,"PATATA, ENCIAM, CEBES, CALÇOTS, PORROS I ALLS, CARBASSÓ, BLEDA, PÈSOLS","HORTÍCOLES, NO ADMISSIBLES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,GERMONALIA
TORRENTS VIÑAS FRUITS SCP,VP/P/0626/2013,X,,J65777062,C major (la  Fortesa) 13,8784,PIERA,ANOIA,"OLIVES, RAÏM, PRESSECS, PRUNES","FRUITA DOLÇA, NO ADMISSIBLES, OLIVERAR, VINYA",Venda directa,,679914914,josep.td@telefonica.net,
"TORRES FEIXAS, JORDI",VP/P/1696/2014,,X,,,8784,PIERA,ANOIA,"Olis, Conserves vegetals, sucs, melmelades, OLIVES, HORTA","HORTÍCOLES, OLIVERAR",Venda directa,Venda circuit curt,,,
"TORRES LACOMBA, JORDI",VP/P/1125/2013,,X,,,8490,TORDERA,MARESME,"Carn, embotits i derivats carnis de xai, Carn, embotits i derivats carnis de boví",NO ADMISSIBLES,Venda directa,Venda circuit curt,,,
"TORRES ROSELL, RAMON",VP/P/1206/2013,,X,,,25614,OS DE BALAGUER,LA NOGUERA,"ORDI, PRESSECS, CIRERES, HORTA, TOMÀQUET, PÈSOLS","CEREALS, FRUITA DOLÇA, HORTÍCOLES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,CAL FERRERIC
"TORRES TORRES, ELOI",VP/P/1733/2014,,X,,,43330,RIUDOMS,BAIX CAMP,"OLIVES, PRESSECS, CEBA, CALÇOT, PORRO I ALL, Carxofa, HORTA","FRUITA DOLÇA, HORTÍCOLES, OLIVERAR",Venda directa,,,,JAIME SUÑE
"TORT FERNANDEZ, MARCELO",VP/P/3063/2018,,X,,,8820,PRAT DE LLOBREGAT,BAIX LLOBREGAT,"PATATA, ENCIAM, CEBES, CALÇOTS, PORROS I ALLS, CARXOFA, BLEDA, TOMÀQUET, FAVES I FAVONS","HORTÍCOLES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,
"TORT SALA, ALBERT",VP/P/1520/2014,,X,,,17430,SANTA COLOMA DE FARNERS,LA SELVA,Mel,,Venda directa,Venda circuit curt,,,EL SERRAT DE LA TAIADELLA
"TOST SEGURA, RAMON",VP/P/1183/2013,,X,,,25163,SOLERÀS,LES GARRIGUES,"Altres productes elaborats, OLIVES, AMETLLES, NOUS, ENCIAMS","FRUITS DE CLOSCA, HORTÍCOLES, OLIVERAR",Venda directa,Venda circuit curt,,,
"TOTOSAUS VIVES, JAIME",VP/P/1406/2014,,X,,,43720,ARBOÇ,BAIX PENEDÉS,"Olis, OLIVES, CIRERES, GARROFES","FRUITA DOLÇA, FRUITS DE CLOSCA, NO ADMISSIBLES, OLIVERAR",Venda directa,,,,SURRIBAS
"TRASOAM INVERSIONES, SL",VP/P/2864/2018,X,,B43901784,Aptos DE CORREUS 47,43870,AMPOSTA,MONTSIÀ,"ENCIAMS, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR",HORTÍCOLES,Venda directa,Venda circuit curt,649863518,rams@comercialrams.com,
TRES QUARTERES SCP,VP/P/2245/2016,X,,J66637646,Lloc Venat del Cros s/n,8349,CABRERA DE MAR,MARESME,"CIVADA, PATATA, ENCIAM, CEBES, CALÇOTS, PORROS I ALLS, COL I COLIFLOR, BLEDA, ESPINACS","CEREALS, HORTÍCOLES",Venda directa,Venda circuit curt,679800522,tresquateres@gmail.com,
"TRES TURONS, SCP",VP/P/2612/2017,X,,J63813562,C Jardi 11,8202,SABADELL,VALLÈS OCCIDENTAL,ESPECIES AROMÀTIQUES HERBÀCIES,ALTRES PRODUCTES,Venda directa,,606374649,viver.tres.turons@gmail.com,CAL RACÓ
"TRESSERRAS GIBERT, XAVIER",VP/P/2218/2016,,X,,,8398,SANTA SUSANNA,MARESME,"ENCIAMS, COL I COLIFLOR, CARBASSÓ, ENDÍVIA, ESCAROLA I XICOIRA, TOMÀQUET, FAVES I FAVONS","HORTÍCOLES, PROTEAGINOSES",Venda directa,Venda circuit curt,,,
"TRIAS LLOP, NURIA",VP/P/3220/2019,,X,,,43781,FATARELLA,TERRA ALTA,"Altres productes elaborats, Vins, caves i vinagres, Olis, Conserves vegetals, sucs, melmelades, fruits secs torrats, OLIVES, RAÏM, AMETLLES, HORTA, AVELLANES","FRUITS DE CLOSCA, HORTÍCOLES, NO ADMISSIBLES, OLIVERAR, VINYA",Venda directa,Venda circuit curt,,,
"TRIAS TRUETA, ANTONI",VP/P/2563/2017,,X,,,17240,LLAGOSTERA,GIRONÈS,"Carn, embotits i derivats carnis de boví, FLORS I ORNAMENTALS, CEBES, CALÇOTS, PORROS I ALLS","ALTRES PRODUCTES, HORTÍCOLES, NO ADMISSIBLES",Venda directa,,,,
"TRIBO MUÑOZ, DANIEL",VP/P/0978/2013,,X,,,25614,OS DE BALAGUER,LA NOGUERA,"BLAT DE MORO, ORDI, PRESSECS, ENCIAMS, CEBA, CALÇOT, PORRO I ALL, COL I COLIFLOR, CARABASSA, TOMÀQUET","CEREALS D'ESTIU, CEREALS, FRUITA DOLÇA, HORTÍCOLES",Venda directa,Venda circuit curt,,,
"TUBAU PORTELL, JOSEP",VP/P/0350/2013,,X,,,8619,BORREDÀ,BERGUEDÀ,"Carn, embotits i derivats carnis de xai",,,Venda circuit curt,,,
"TUDO VIDAL, ANNA MARIA",VP/P/0022/2013,,X,,,17855,MONTAGUT,GARROTXA,"Carn, embotits i derivats carnis de cabrum",,Venda directa,Venda circuit curt,,,
